CODIGO_IBGE;MUNICIPIO;REGIONAL;PREFEITO;DIRETOR_REGIONAL;ATENDENTE(RAMAL);OBSERVACAO;LINK_IBGE
3537404;Pereira Barreto;ER Aracatuba;Herminio Barbosa Komatsu;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/pereira-barreto/panorama
3537503;Pereiras;ER Sorocaba;Osmar Pasqualino Rodrigues Ramos Junior;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pereiras/panorama
3537602;Peruibe;ER Baixada Santista;Felipe Antonio Colaço Bernardo;Sizue Yamaguti;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/peruibe/panorama
3537701;Piacatu;ER Aracatuba;Ricardo Francisco Lemes Da Silva;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/piacatu/panorama
3537800;Piedade;ER Sorocaba;Geraldo Pinto De Camargo Filho;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/piedade/panorama
3537909;Pilar do Sul;ER Sorocaba;Clayton Alvaro Machado;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pilar-do-sul/panorama
3538006;Pindamonhangaba;ER Sao Jose dos Campos;Ricardo Alberto Pereira Piorino;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/pindamonhangaba/panorama
3538105;Pindorama;ER Sao Jose do Rio Preto;Geraldo Felippe Junior;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/pindorama/panorama
3538204;Pinhalzinho;ER Campinas;Sebastião Zanardi;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/pinhalzinho/panorama
3538303;Piquerobi;ER Presidente Prudente;Adriana Crivelli Biffe;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/piquerobi/panorama
3538501;Piquete;ER Sao Jose dos Campos;Romulo Kazimierz Luszczynski;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/piquete/panorama
3538600;Piracaia;ER Campinas;Andre Henrique Rogerio;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/piracaia/panorama
3538709;Piracicaba;ER Campinas;Helio Donizete Zanatta;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/piracicaba/panorama
3538808;Piraju;ER Itapeva;Carlos Alberto Camargo Lima;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/piraju/panorama
3538907;Pirajui;ER Bauru;Rosalina Sônia Dos Santos;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pirajui/panorama
3539004;Pirangi;ER Barretos;Vanderlei Robson De Oliveira;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/pirangi/panorama
3539103;Pirapora do Bom Jesus;ER Sao Paulo;Gregório Rodrigues Pontes Maglio;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/pirapora-do-bom-jesus/panorama
3539202;Pirapozinho;ER Presidente Prudente;Lucas Padovan Dos Santos Pavani;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/pirapozinho/panorama
3539301;Pirassununga;ER Campinas;Fernando Lubrechet;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/pirassununga/panorama
3539400;Piratininga;ER Bauru;Carlos Alessandro Franco Borro De Matos;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/piratininga/panorama
3539509;Pitangueiras;ER Ribeirao Preto;Dimas Tadeu Bolsan;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/pitangueiras/panorama
3539608;Planalto;ER Sao Jose do Rio Preto;Rosimeire Barbosa Silverio;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/planalto/panorama
3539707;Platina;ER Marilia;Donizete Aparecido Ferreira De Lima;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/platina/panorama
3539806;Poa;ER Sao Paulo;Saulo De Oliveira Souza;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/poa/panorama
3539905;Poloni;ER Sao Jose do Rio Preto;Andreia Luzia Fachini Brait;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/poloni/panorama
3540002;Pompeia;ER Marilia;Diogo Montefusco Ceschim Silva;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/pompeia/panorama
3540101;Pongai;ER Bauru;Gilhiard Henrique De Bortoli;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pongai/panorama
3540200;Pontal;ER Ribeirao Preto;Jose Carlos Neves Silva;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/pontal/panorama
3540259;Pontalinda;ER Sao Jose do Rio Preto;Sisinio De Oliveira Leão;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/pontalinda/panorama
3540309;Pontes Gestal;ER Sao Jose do Rio Preto;Marcel Dias Leite;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/pontes-gestal/panorama
3540408;Populina;ER Sao Jose do Rio Preto;João Cezar Robles Brandini;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/populina/panorama
3540507;Porangaba;ER Sorocaba;João Carlos Alves Barros;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/porangaba/panorama
3540606;Porto Feliz;ER Sorocaba;Celio Peixoto Dos Santos;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/porto-feliz/panorama
3540705;Porto Ferreira;ER Araraquara;Andre Luís Anchão Braga;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/porto-ferreira/panorama
3540754;Potim;ER Sao Jose dos Campos;Emerson Kiogi Tanaka;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/potim/panorama
3540804;Potirendaba;ER Sao Jose do Rio Preto;Gislaine Montanari Franzotti;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/potirendaba/panorama
3540853;Pracinha;ER Presidente Prudente;Laercio Biasi;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/pracinha/panorama
3540903;Pradopolis;ER Ribeirao Preto;Saulo Emanuel Atique Filho;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/pradopolis/panorama
3541000;Praia Grande;ER Baixada Santista;Alberto Pereira Mourão;Sizue Yamaguti;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/praia-grande/panorama
3541059;Pratania;ER Sorocaba;Osmir Jose Felix;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pratania/panorama
3541109;Presidente Alves;ER Bauru;Cristiano Dos Santos;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/presidente-alves/panorama
3541208;Presidente Bernardes;ER Presidente Prudente;Cleberson Duarte De Souza;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/presidente-bernardes/panorama
3541307;Presidente Epitacio;ER Presidente Prudente;Andre Ferraz Lima;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/presidente-epitacio/panorama
3541406;Presidente Prudente;ER Presidente Prudente;Milton Carlos De Mello;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/presidente-prudente/panorama
3541505;Presidente Venceslau;ER Presidente Prudente;Bárbara Medeiros Vilches;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/presidente-venceslau/panorama
3541604;Promissao;ER Bauru;Hamilton Luis Foz;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/promissao/panorama
3541653;Quadra;ER Sorocaba;Lheonides De Oliveira Andrade;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/quadra/panorama
3541703;Quata;ER Marilia;Marcio Bidoia;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/quata/panorama
3541802;Queiroz;ER Marilia;Walter Rodrigo Da Silva;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/queiroz/panorama
3541901;Queluz;ER Sao Jose dos Campos;Jose Celso Bueno;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/queluz/panorama
3542008;Quintana;ER Marilia;Fernando Itapuã Branco Nunes;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/quintana/panorama
3542107;Rafard;ER Campinas;Fábio Dos Santos;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/rafard/panorama
3542206;Rancharia;ER Presidente Prudente;Homero Pinelli Severo Lins;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/rancharia/panorama
3542305;Redencao da Serra;ER Sao Jose dos Campos;Jucimar Ferreira Da Silva;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/redencao-da-serra/panorama
3542404;Regente Feijo;ER Presidente Prudente;Marco Antonio Pereira Da Rocha;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/regente-feijo/panorama
3542503;Reginopolis;ER Bauru;Jefferson Augusto Rodrigues Buava;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/reginopolis/panorama
3542602;Registro;ER Vale do Ribeira;Samuel Moreira Da Silva Junior;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/registro/panorama
3542701;Restinga;ER Franca;Felipe Talvani Sontini;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/restinga/panorama
3542800;Ribeira;ER Itapeva;Ari Do Carmo Santos;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/ribeira/panorama
3542909;Ribeirao Bonito;ER Araraquara;Paulo Antonio Gobato Veiga;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-bonito/panorama
3543006;Ribeirao Branco;ER Itapeva;Antonio Carlos Camargo Ribas;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-branco/panorama
3543105;Ribeirao Corrente;ER Franca;Ana Lourinete Costa Lobo Montanher;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-corrente/panorama
3543204;Ribeirao do Sul;ER Marilia;Eliana Maria Rorato Manso;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-do-sul/panorama
3543238;Ribeirao dos Indios;ER Presidente Prudente;Valdeci Jose Fernandes;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-dos-indios/panorama
3543253;Ribeirao Grande;ER Itapeva;Marcelo Luis Nunes;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-grande/panorama
3543303;Ribeirao Pires;ER Sao Paulo;Luiz Gustavo Pinheiro Volpi;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-pires/panorama
3543402;Ribeirao Preto;ER Ribeirao Preto;Ricardo Augusto Machado Da Silva;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/ribeirao-preto/panorama
3543501;Riversul;ER Itapeva;Marcos Roberto Dos Santos;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/riversul/panorama
3543600;Rifaina;ER Franca;Wilson Alves Da Silva Junior;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/rifaina/panorama
3543709;Rincao;ER Araraquara;Braz Rodrigues;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/rincao/panorama
3543808;Rinopolis;ER Marilia;Graziela De Lima Tome Trevisan;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/rinopolis/panorama
3543907;Rio Claro;ER Campinas;Gustavo Ramos Perissinotto;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/rio-claro/panorama
3544004;Rio das Pedras;ER Campinas;Marcos Buzetto;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/rio-das-pedras/panorama
3544103;Rio Grande da Serra;ER Sao Paulo;Ricardo Akira Ono Auriani;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/rio-grande-da-serra/panorama
3544202;Riolandia;ER Sao Jose do Rio Preto;Antonio Carlos Santana Da Silva;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/riolandia/panorama
3544251;Rosana;ER Presidente Prudente;Claudemir Peres Francisco De Oliveira;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/rosana/panorama
3544301;Roseira;ER Sao Jose dos Campos;Fernando Augusto De Siqueira;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/roseira/panorama
3544400;Rubiacea;ER Aracatuba;Júlio Cesar Felismino;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/rubiacea/panorama
3544509;Rubineia;ER Sao Jose do Rio Preto;Alex Olivo;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/rubineia/panorama
3544608;Sabino;ER Bauru;Fernando Henrique Florindo;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sabino/panorama
3544707;Sagres;ER Presidente Prudente;Roberto Batista Pires;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/sagres/panorama
3544806;Sales;ER Sao Jose do Rio Preto;Josemar Francisco De Abreu;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/sales/panorama
3544905;Sales Oliveira;ER Franca;Fabio Godoy Graton;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sales-oliveira/panorama
3545001;Salesopolis;ER Sao Paulo;Rodolfo Rodrigues Marcondes;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/salesopolis/panorama
3545100;Salmourao;ER Presidente Prudente;Sônia Cristina Jacon Gabau;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/salmourao/panorama
3545159;Saltinho;ER Campinas;Helio Franzol Bernardino;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/saltinho/panorama
3545209;Salto;ER Sorocaba;Jose Geraldo Garcia;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/salto/panorama
3545308;Salto de Pirapora;ER Sorocaba;Matheus Marum De Campos;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/salto-de-pirapora/panorama
3545407;Salto Grande;ER Marilia;Mario Luciano Rosa;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/salto-grande/panorama
3545506;Sandovalina;ER Presidente Prudente;Marcos Mendes Da Silva;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/sandovalina/panorama
3545605;Santa Adelia;ER Sao Jose do Rio Preto;Ciro Cesar Costa;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santa-adelia/panorama
3545704;Santa Albertina;ER Sao Jose do Rio Preto;Gerson Formigoni Junior;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santa-albertina/panorama
3545803;Santa Barbara D'Oeste;ER Campinas;Rafael Piovezan;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santa-barbara-d'oeste/panorama
3546009;Santa Branca;ER Sao Jose dos Campos;Adriano Marchesani Levorin;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/santa-branca/panorama
3546108;Santa Clara D'Oeste;ER Sao Jose do Rio Preto;Jose Basilio De Faria;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santa-clara-d'oeste/panorama
3546207;Santa Cruz da Conceicao;ER Campinas;Carlos Eduardo Aranha De Albuquerque;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santa-cruz-da-conceicao/panorama
3546256;Santa Cruz da Esperanca;ER Ribeirao Preto;Marcos Antonio Bazilio;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/santa-cruz-da-esperanca/panorama
3546306;Santa Cruz das Palmeiras;ER Campinas;Luiz Fernando Stocco;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santa-cruz-das-palmeiras/panorama
3546405;Santa Cruz do Rio Pardo;ER Marilia;Otacílio Parras Assis;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/santa-cruz-do-rio-pardo/panorama
3546504;Santa Ernestina;ER Araraquara;Jose Carlos Simão;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/santa-ernestina/panorama
3546603;Santa Fe do Sul;ER Sao Jose do Rio Preto;Evandro Farias Mura;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santa-fe-do-sul/panorama
3546702;Santa Gertrudes;ER Campinas;Lázaro Noe Da Silva;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santa-gertrudes/panorama
3546801;Santa Isabel;ER Sao Paulo;Carlos Augusto Chinchilla Alfonzo;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/santa-isabel/panorama
3546900;Santa Lucia;ER Araraquara;Antonio Carlos Abuabud Junior;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/santa-lucia/panorama
3547007;Santa Maria da Serra;ER Campinas;Josias Zani Neto;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santa-maria-da-serra/panorama
3547106;Santa Mercedes;ER Presidente Prudente;Valdir Verona;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/santa-mercedes/panorama
3547205;Santana da Ponte Pensa;ER Sao Jose do Rio Preto;Vagner Hernandes;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santana-da-ponte-pensa/panorama
3547304;Santana de Parnaiba;ER Sao Paulo;Elvis Leonardo Cezar;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/santana-de-parnaiba/panorama
3547403;Santa Rita D'Oeste;ER Sao Jose do Rio Preto;Osmar Sampaio;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santa-rita-d'oeste/panorama
3547502;Santa Rita do Passa Quatro;ER Araraquara;Marcelo Simão;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/santa-rita-do-passa-quatro/panorama
3547601;Santa Rosa de Viterbo;ER Ribeirao Preto;Omar Nagib Moussa;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/santa-rosa-de-viterbo/panorama
3547650;Santa Salete;ER Sao Jose do Rio Preto;Julio Cesar Martins Miliatti;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/santa-salete/panorama
3547700;Santo Anastacio;ER Presidente Prudente;Luiz Infante;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/santo-anastacio/panorama
3547809;Santo Andre;ER Sao Paulo;Gilvan Ferreira De Souza Júnior;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/santo-andre/panorama
3547908;Santo Antonio da Alegria;ER Ribeirao Preto;Denilson De Carvalho;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/santo-antonio-da-alegria/panorama
3548005;Santo Antonio de Posse;ER Campinas;Jose Ricardo Cortez;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santo-antonio-de-posse/panorama
3548054;Santo Antonio do Aracangua;ER Aracatuba;Luiz Carlos Dos Reis Nonato;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/santo-antonio-do-aracangua/panorama
3548104;Santo Antonio do Jardim;ER Campinas;Osvaldo Moreira;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santo-antonio-do-jardim/panorama
3548203;Santo Antonio do Pinhal;ER Sao Jose dos Campos;Anderson Jose Mendonça;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/santo-antonio-do-pinhal/panorama
3548302;Santo Expedito;ER Presidente Prudente;Anderson Jose Betio;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/santo-expedito/panorama
3548401;Santopolis do Aguapei;ER Aracatuba;Gerson Alves De Lima Junior;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/santopolis-do-aguapei/panorama
3548500;Santos;ER Baixada Santista;Rogerio Pereira Dos Santos;Sizue Yamaguti;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/santos/panorama
3548609;Sao Bento do Sapucai;ER Sao Jose dos Campos;Gilberto Donizete De Souza;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-bento-do-sapucai/panorama
3548708;Sao Bernardo do Campo;ER Sao Paulo;Marcelo De Lima Fernandes;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sao-bernardo-do-campo/panorama
3548807;Sao Caetano do Sul;ER Sao Paulo;Anacleto Campanella Júnior;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sao-caetano-do-sul/panorama
3548906;Sao Carlos;ER Araraquara;Antonio Donato Netto;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/sao-carlos/panorama
3549003;Sao Francisco;ER Sao Jose do Rio Preto;Sebastião De Oliveira Baptista;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/sao-francisco/panorama
3549102;Sao Joao da Boa Vista;ER Campinas;Vanderlei Borges De Carvalho;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/sao-joao-da-boa-vista/panorama
3549201;Sao Joao das Duas Pontes;ER Sao Jose do Rio Preto;Jose Carlos Baruci Junior;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/sao-joao-das-duas-pontes/panorama
3549250;Sao Joao de Iracema;ER Aracatuba;Luiz Augusto Torres;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/sao-joao-de-iracema/panorama
3549300;Sao Joao do Pau D'Alho;ER Presidente Prudente;Lucas De Oliveira Barbosa;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/sao-joao-do-pau-d'alho/panorama
3549409;Sao Joaquim da Barra;ER Franca;Wagner Jose Schmidt;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-joaquim-da-barra/panorama
3549508;Sao Jose da Bela Vista;ER Franca;Walter Cássio Carvalho Faccirolli;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-jose-da-bela-vista/panorama
3549607;Sao Jose do Barreiro;ER Sao Jose dos Campos;Luis Eduardo Santos Ribeiro;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-jose-do-barreiro/panorama
3549706;Sao Jose do Rio Pardo;ER Campinas;Marcio Callegari Zanetti;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/sao-jose-do-rio-pardo/panorama
3549805;Sao Jose do Rio Preto;ER Sao Jose do Rio Preto;Fábio Rogerio Cândido;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/sao-jose-do-rio-preto/panorama
3549904;Sao Jose dos Campos;ER Sao Jose dos Campos;Anderson Farias Ferreira;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/sao-jose-dos-campos/panorama
3549953;Sao Lourenco da Serra;ER Sao Paulo;Felipe Geferson Seme Amed;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/sao-lourenco-da-serra/panorama
